English;Swedish;Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
covert;hemlig;0;0;0;0;0;0;0;0;0;0
covet;eftertrakta;0;1;0;0;0;0;0;0;0;0
cow;ko;0;0;0;0;0;0;0;0;0;0
coward;feg;0;1;0;0;1;1;0;1;0;0
cowardice;feghet;0;1;0;0;0;1;0;0;0;0
cowardly;feg;0;1;0;0;0;1;0;0;0;0
cowboy;cowboy;0;0;0;0;0;0;0;0;0;0
cowhide;kohud;0;0;0;0;0;0;0;0;0;0
cowl;kåpa;0;0;0;0;0;0;0;0;0;0
coworker;medarbetare;0;0;0;0;0;0;0;0;0;0
coy;tystlåten;0;0;0;0;0;1;0;0;0;0
coyote;prärievarg;0;0;0;0;0;1;0;0;0;0
crab;krabba;0;0;0;0;0;0;0;0;0;0
crabby;sura;0;1;1;0;0;0;0;0;0;0
crack;spricka;0;1;0;0;0;0;0;0;0;0
cracked;knäckt;0;1;1;0;0;1;0;0;0;0
cracker;kracker;0;0;0;0;0;0;0;0;0;0
cracking;krackning;0;1;0;0;0;0;0;0;0;0
crackle;spraka;0;0;0;0;0;0;0;0;0;0
cradle;vagga;1;0;0;1;0;0;1;0;0;1
craft;hantverk;1;0;0;0;0;0;0;0;0;0
craftsman;hantverkare;1;0;0;0;0;0;0;0;0;0
crafty;listig;0;0;0;0;0;0;0;0;0;0
craig;craig;0;0;0;0;0;0;0;0;0;0
crammed;proppfull;0;0;0;0;0;0;0;0;0;0
cramp;kramp;0;1;0;1;0;0;0;0;0;0
cramped;trång;0;1;0;0;0;0;0;0;0;0
crane;kran;0;0;0;0;0;0;0;0;0;0
cranium;kranium;0;0;0;0;0;0;0;0;0;0
crank;vev;0;1;0;0;0;0;0;0;0;0
cranky;SKRANGLIG;0;1;1;0;0;0;0;0;0;0
crap;skit;0;1;0;0;1;0;0;0;0;0
craps;craps;0;0;0;1;0;0;0;0;0;0
crash;krascha;0;1;0;0;0;1;0;1;1;0
crate;spjällåda;0;0;0;0;0;0;0;0;0;0
crater;krater;0;0;0;0;0;0;0;0;0;0
crave;längta efter;0;0;0;1;0;0;0;0;0;0
craving;begär;0;0;0;1;0;0;0;0;0;0
crawfish;languster;0;0;0;0;0;0;0;0;0;0
crawl;krypa;0;1;0;0;1;0;0;0;0;0
crayons;kritor;0;0;0;0;0;0;0;0;0;0
craze;dille;0;0;0;0;0;0;0;0;0;0
crazed;förvirrade;0;1;1;0;0;1;0;0;0;0
crazy;galen;0;1;1;0;0;1;0;1;0;0
creaking;gnällig;0;1;0;0;0;0;0;0;0;0
cream;grädde;1;0;0;1;0;0;1;0;1;0
creamer;gräddkanna;0;0;0;0;0;0;0;0;0;0
creamy;krämig;0;0;0;0;0;0;0;0;0;0
crease;veck;0;0;0;0;0;0;0;0;0;0
create;skapa;1;0;0;0;0;0;1;0;0;0
creation;skapelse;0;0;0;0;0;0;0;0;0;0
creative;kreativ;1;0;0;0;0;0;0;0;0;0
creator;skapare;0;0;0;0;0;0;0;0;0;0
creature;varelse;0;1;0;0;1;1;0;0;0;0
credence;tilltro;1;0;0;0;0;0;0;0;0;1
credential;referens;1;0;0;0;0;0;0;0;0;1
credentials;referenser;0;0;0;0;0;0;0;0;0;0
credibility;trovärdighet;1;0;0;0;0;0;0;0;0;1
credible;trovärdig;1;0;0;0;0;0;0;0;0;1
credit;kreditera;1;0;0;0;0;0;0;0;0;1
creditable;förtjänst;1;0;0;0;0;0;0;0;0;1
credited;krediteras;1;0;0;0;0;0;0;0;0;0
crediting;kredite;0;0;0;0;0;0;0;0;0;0
creditor;borgenär;0;0;0;0;0;0;0;0;0;0
creed;bekännelse;0;0;0;0;0;0;0;0;0;0
creek;bäck;0;0;0;0;0;0;0;0;0;0
creep;krypa;0;1;0;0;0;0;0;0;0;0
creeping;krypande;0;0;0;1;0;0;0;0;0;0
cremation;kremering;0;0;0;0;0;0;0;1;0;0
creole;kreol;0;0;0;0;0;0;0;0;0;0
crescendo;crescendo;1;0;0;1;0;0;1;0;1;1
crescent;halvmåne;0;0;0;0;0;0;0;0;0;0
crevice;skreva;0;0;0;0;0;0;0;0;0;0
crew;besättning;0;0;0;0;0;0;0;0;0;1
crib;spjälsäng;0;0;0;0;0;0;0;0;0;0
cricket;syrsa;0;0;0;0;0;0;0;0;0;0
crime;brottslighet;0;1;1;0;0;0;0;0;0;0
criminal;kriminell;0;1;1;0;1;1;0;0;0;0
criminality;brottslighet;0;1;1;0;1;1;0;0;0;0
crimp;crimp;0;0;0;0;0;0;0;0;0;0
crimson;röd;0;0;0;0;0;0;0;0;0;0
cringe;krypa;0;1;0;0;1;1;0;1;0;0
cripple;krympling;0;1;0;0;0;1;0;1;0;0
crippled;lam;0;1;0;0;0;0;0;1;0;0
crisis;kris;0;1;0;0;0;0;0;0;0;0
crisp;knaprig;0;1;0;0;0;0;0;0;0;1
criterion;kriterium;0;0;0;0;0;0;0;0;0;0
critic;kritiker;0;1;0;0;0;0;0;0;0;0
criticism;kritik;0;1;1;0;0;0;0;1;0;0
criticize;klandra;0;1;1;0;1;1;0;1;0;0
critique;kritik;1;0;0;0;0;0;0;0;0;0
critter;nötkreatur;0;0;0;0;1;0;0;0;0;0
croak;kraxande;0;0;0;0;0;0;0;0;0;0
crock;lerkruka;0;0;0;0;0;0;0;0;0;0
crockery;porslin;0;0;0;0;0;0;0;0;0;0
crocodile;krokodil;0;0;0;0;0;1;0;0;0;0
croft;torp;0;0;0;0;0;0;0;0;0;0
crook;krok;0;1;0;0;0;0;0;0;0;0
crop;beskära;0;0;0;0;0;0;0;0;0;0
croquet;krocket;0;0;0;0;0;0;0;0;0;0
cross;korsa;0;1;1;0;0;1;0;1;0;0
crossbow;armborst;0;0;0;0;0;0;0;0;0;0
crossed;korsade;0;0;0;0;0;0;0;0;0;0
crossing;korsning;0;0;0;0;0;0;0;0;0;0
crotch;gren;0;0;0;0;0;0;0;0;0;0
crouch;huka;0;0;0;0;0;1;0;0;0;0
crouched;hopkrupen;0;0;0;0;0;0;0;0;0;0
crouching;hukande;0;1;0;0;0;1;0;0;0;0
croupier;croupier;0;0;0;0;0;0;0;0;0;0
crow;gala;0;0;0;0;0;0;0;0;0;0
crowd;publiken;0;0;0;0;0;0;0;0;0;0
crowded;fullt med folk;0;0;0;0;0;0;0;0;0;0
crown;krona;0;0;0;0;0;0;0;0;0;0
crowning;kugghuvudutformning;1;0;0;1;0;0;1;0;1;1
crucial;avgörande;1;0;0;0;0;0;0;0;0;1
cruciate;korsbandet;0;1;0;0;0;0;0;0;0;0
crucifix;krucifix;0;0;0;0;0;0;0;0;0;0
crucifixion;crucifixion;0;1;1;0;1;1;0;1;0;0
crude;rå;0;1;0;0;1;0;0;0;0;0
cruel;grym;0;1;1;0;1;1;0;1;0;0
cruelly;grymt;0;1;1;0;0;1;0;0;0;0
cruelty;grymhet;0;1;1;0;1;1;0;1;0;0
cruise;kryssning;0;0;0;0;0;0;0;0;0;0
cruiser;kryssare;0;0;0;0;0;0;0;0;0;0
crumb;smula;0;0;0;0;0;0;0;0;0;0
crumbling;söndersmulning;0;1;0;0;0;0;0;1;0;0
crunch;knastrande;0;1;1;0;0;0;0;0;0;0
crusade;korståg;0;1;1;0;0;1;0;0;0;0
crush;krossa;0;0;0;0;0;0;0;0;0;0
crushed;krossad;0;1;1;0;1;1;0;1;0;0
crushing;förkrossande;0;1;1;0;1;1;0;0;0;0
crust;skorpa;0;0;0;0;0;0;0;0;0;0
crusty;vresig;0;1;0;0;1;0;0;0;0;0
crutch;krycka;0;0;0;0;0;0;0;0;0;0
crux;krux;0;0;0;0;0;0;0;0;0;0
cry;gråta;0;1;0;0;0;0;0;1;0;0
crying;gråt;0;1;0;0;0;0;0;1;0;0
crypt;krypta;0;1;0;0;0;1;0;1;0;0
cryptic;kryptiska;0;0;0;0;0;0;0;0;0;0
cryptography;kryptografi;0;0;0;0;0;0;0;0;0;0
crystal;kristall-;1;0;0;0;0;0;0;0;0;0
crystalline;kristallint;0;0;0;0;0;0;0;0;0;0
crystallization;kristallisation;0;0;0;0;0;0;0;0;0;0
cub;gröngöling;0;0;0;0;0;0;0;0;0;0
cube;kub;0;0;0;0;0;0;0;0;0;1
cubicle;bås;0;0;0;0;0;0;0;0;0;0
cuckold;hanrej;0;1;0;0;1;0;0;0;0;0
cuckoo;gök;0;1;0;0;0;0;0;0;0;0
cuddle;omfamning;1;0;0;0;0;0;1;0;0;1
cue;cue;0;0;0;1;0;0;0;0;0;0
cuff;manschett;0;0;0;0;0;0;0;0;0;0
cuisine;kök;0;0;0;0;0;0;0;0;0;0
culinary;kulinariska;1;0;0;0;0;0;0;0;0;1
cull;gallra;0;1;0;0;0;0;0;0;0;0
culminate;kulminera;0;0;0;0;0;0;0;0;0;0
culmination;kulmen;1;0;0;0;0;0;0;0;0;0
culpability;skuld;0;1;0;0;0;0;0;0;0;0
culpable;skyldig;0;1;0;0;0;0;0;0;0;0
culprit;brottsling;0;1;0;0;0;0;0;0;0;0
cult;kult;0;1;0;0;0;1;0;0;0;0
cultivate;odla;1;0;0;1;0;0;0;0;0;1
cultivated;kultiverad;1;0;0;0;0;0;0;0;0;0
cultivation;odling;1;0;0;0;0;0;0;0;0;0
culture;kultur;1;0;0;0;0;0;0;0;0;0
culvert;kulvert;0;0;0;0;0;0;0;0;0;0
cumbersome;besvärlig;0;1;0;0;0;0;0;1;0;0
cumulus;stackmoln;0;0;0;0;0;0;0;0;0;0
cunning;listig;1;1;0;0;0;0;0;0;0;0
cup;kopp;0;0;0;0;0;0;0;0;0;0
cupboard;skåp;0;0;0;0;0;0;0;0;0;0
cupping;koppning;0;1;0;0;1;1;0;1;0;0
cur;byracka;0;1;1;0;1;1;0;0;0;0
curable;härdbar;1;0;0;0;0;0;0;0;0;1
curate;Kuratorer;0;0;0;0;0;0;0;0;0;0
curative;botande;0;0;0;0;0;0;0;0;0;0
curator;kurator;0;0;0;0;0;0;0;0;0;0
curb;trottoarkant;0;0;0;0;0;0;0;0;0;0
curd;ostmassa;0;0;0;0;0;0;0;0;0;0
curfew;utegångsförbud;0;0;0;0;0;0;0;0;0;0
curiosity;nyfikenhet;1;0;0;1;0;0;0;0;1;0
curl;ringla;1;0;0;0;0;0;0;0;0;0
curling;curling;0;0;0;0;0;0;0;0;0;0
currency;valuta;0;0;0;0;0;0;0;0;0;0
current;nuvarande;0;0;0;0;0;0;0;0;0;0
curriculum;läroplan;0;0;0;0;0;0;0;0;0;0
curry;curry;0;0;0;0;0;0;0;0;0;0
curse;förbannelse;0;1;1;0;1;1;0;1;0;0
cursed;förbannad;0;1;1;0;0;1;0;1;0;0
cursing;skälla;0;1;1;0;1;0;0;0;0;0
cursory;flyktig;0;1;0;0;0;0;0;0;0;0
curt;Curt;0;0;0;0;0;0;0;0;0;0
curtail;förkorta;0;0;0;0;0;0;0;0;0;0
curtailment;reduceringar;0;0;0;0;0;0;0;0;0;0
curtain;gardin;0;0;0;0;0;0;0;0;0;0
curvature;krökning;0;0;0;0;0;0;0;0;0;0
curve;kurva;0;0;0;0;0;0;0;0;0;0
curved;böjd;0;0;0;0;0;0;0;0;0;0
curvilinear;kroklinjig;0;0;0;0;0;0;0;0;0;0
cushion;dämpa;1;0;0;0;0;0;0;0;0;0
cusp;udd;0;0;0;0;0;0;0;0;0;0
cussed;cussed;0;0;1;0;0;0;0;0;0;0
custodian;väktare;0;0;0;0;0;0;0;0;0;1
custody;vårdnad;0;0;0;0;0;0;0;0;0;1
custom;beställnings-;0;0;0;0;0;0;0;0;0;0
customary;vanlig;0;0;0;0;0;0;0;0;0;0
customer;kund;1;0;0;0;0;0;0;0;0;0
cut;skära;0;0;0;0;0;0;0;0;0;0
cutaneous;kutan;0;0;0;0;0;0;0;0;0;0
cute;söt;1;0;0;0;0;0;0;0;0;0
cuticle;ytterhud;0;0;0;0;0;0;0;0;0;0
cutlery;bestick;0;0;0;0;0;0;0;0;0;0
cutter;fräs;0;1;0;0;0;1;0;0;0;0
cutters;fräsar;1;0;0;0;0;0;0;0;0;0
cutthroat;mördande;0;1;1;0;0;1;0;0;0;0
cutting;skärande;0;1;1;0;1;1;0;1;0;0
cuttings;sticklingar;0;0;0;0;0;0;0;0;0;0
cwt;cwt;0;0;0;0;0;0;0;0;0;0
cyanide;cyanid;0;1;0;0;0;1;0;0;0;0
cycle;cykel;0;0;0;0;0;0;0;0;0;0
cyclical;cyklisk;0;0;0;0;0;0;0;0;0;0
cyclist;cyklist;0;0;0;0;0;0;0;0;0;0
cyclone;cyklon;0;1;0;0;0;1;0;0;1;0
cylinder;cylinder;0;0;0;0;0;0;0;0;0;0
cylindrical;cylindrisk;0;0;0;0;0;0;0;0;0;0
cymbal;cymbal;0;0;0;0;0;0;0;0;0;0
cynic;cyniker;0;0;0;0;0;0;0;0;0;0
cyst;cysta;0;1;0;0;0;1;0;1;0;0
cystic;cystisk;0;0;0;0;1;0;0;0;0;0
cytomegalovirus;cytomegalovirus;0;1;0;0;0;0;0;1;0;0
cytoplasm;cytoplasman;0;0;0;0;0;0;0;0;0;0
czar;tsar;0;0;0;0;0;0;0;0;0;0
dab;badda;0;0;0;0;0;0;0;0;0;0
dabble;plaska;0;0;0;0;0;0;0;0;0;0
dabbling;dabbling;0;1;1;0;1;0;0;0;0;0
dad;pappa;0;0;0;0;0;0;0;0;0;0
dado;dado;0;0;0;0;0;0;0;0;0;0
daemon;demon;0;1;1;0;1;1;0;1;1;0
daft;dum;0;1;0;0;1;0;0;0;0;0
dagger;dolk;0;1;0;0;0;1;0;0;0;0
daily;dagligen;0;0;0;1;0;0;0;0;0;0
dainty;läcker;0;0;0;0;0;0;0;0;0;0
dairy;mejeri;0;0;0;0;0;0;0;0;0;0
dak;dak;0;0;0;0;0;0;0;0;0;0
dale;dal;0;0;0;0;0;0;0;0;0;0
dam;damm;0;0;0;0;0;0;0;0;0;0
damage;skada;0;1;1;0;1;0;0;1;0;0
damages;skadestånd;0;1;0;0;0;0;0;1;0;0
dame;dame;1;0;1;0;1;0;0;0;0;1
damn;jäkla;0;1;1;0;1;0;0;0;0;0
damnation;fördömelse;0;1;1;0;0;1;0;1;0;0
damned;förbannad;0;1;0;0;0;0;0;0;0;0
damp;fuktig;0;0;0;0;0;0;0;0;0;0
dampened;fuktad;0;0;0;0;0;0;0;0;0;0
damper;spjäll;0;1;0;0;0;0;0;0;0;0
damsel;damsel;0;0;0;0;0;0;0;0;0;0
dance;dansa;1;0;0;0;0;0;1;0;0;1
dancer;dansare;0;0;0;0;0;0;0;0;0;0
dandruff;mjäll;0;1;0;0;0;0;0;0;0;0
dandy;dandy;0;1;0;0;1;0;0;0;0;0
danger;fara;0;1;0;0;0;1;0;1;0;0
dangerous;farlig;0;1;0;0;0;1;0;0;0;0
dangle;dingla;0;0;0;0;0;0;0;0;0;0
dank;dank;0;0;0;0;1;0;0;0;0;0
dapper;dapper;0;0;0;0;0;0;0;0;0;0
dare;våga;0;0;0;1;0;0;0;0;0;1
daring;vågad;1;0;0;0;0;0;0;0;0;0
dark;mörk;0;0;0;0;0;0;0;1;0;0
darken;mörkna;0;1;0;0;0;1;0;1;0;0
darkened;mörknade;0;1;0;0;0;1;0;1;0;0
darkly;mörkt;0;0;0;0;0;0;0;0;0;0
darkness;mörker;0;1;1;0;0;1;0;1;0;0
darling;Älskling;1;0;0;0;0;0;1;0;0;1
darn;stoppning;0;0;0;0;0;0;0;0;0;0
dart;pil;0;0;0;0;0;1;0;0;0;0
dash;rusa;0;0;0;0;0;0;0;0;0;0
dashboard;instrumentbräda;0;0;0;0;0;0;0;0;0;0
dashed;streckad;0;1;1;0;0;1;0;1;0;0
dashing;käck;1;0;0;0;0;0;0;0;0;0
dastardly;usel;0;1;1;0;1;1;0;0;0;0
data;data;0;0;0;0;0;0;0;0;0;0
database;databas;0;0;0;0;0;0;0;0;0;0
date;datum;0;0;0;0;0;0;0;0;0;0
daughter;dotter;1;0;0;0;0;0;1;0;0;0
dawn;gryning;1;0;0;1;0;0;1;0;1;1
day;dag;0;0;0;0;0;0;0;0;0;0
daybreak;gryning;0;0;0;0;0;0;0;0;0;0
daydreaming;dagdrömma;0;0;0;0;0;0;0;0;0;0
daze;dimma;0;0;0;0;0;0;0;0;0;0
dazed;förvirrad;0;1;0;0;0;0;0;0;0;0
dazzling;bländande;0;0;0;0;0;0;0;0;0;0
deacon;diakon;0;0;0;0;0;0;0;0;0;1
deactivate;avaktivera;0;1;0;0;0;0;0;0;0;0
deadlock;dödläge;0;1;0;0;0;0;0;0;0;0
deadly;dödligt;0;1;1;0;1;1;0;1;0;0
deaf;döv;0;1;0;0;0;0;0;0;0;0
deafening;öronbedövande;0;0;0;0;0;0;0;0;0;0
deafness;dövhet;0;0;0;0;0;0;0;0;0;0
deal;handla;1;0;0;1;0;0;1;0;1;1
dealer;#NAMN?;0;0;0;0;0;0;0;0;0;0
dealing;behandlar;0;0;0;0;0;0;0;0;0;0
dealings;affärer;0;0;0;0;0;0;0;0;0;1
dean;dekanus;0;0;0;0;0;0;0;0;0;0
dear;kär;1;0;0;0;0;0;0;0;0;0
dearth;brist;0;0;0;0;0;0;0;0;0;0
death;död;0;1;1;1;1;1;0;1;1;0
debacle;debacle;0;1;0;0;0;1;0;1;0;0
debatable;diskutabelt;0;0;0;0;0;0;0;0;0;0
debate;debatt;1;0;0;0;0;0;0;0;0;0
debauchery;utsvävningar;0;1;0;0;1;1;0;0;0;0
debenture;förlags;0;0;0;1;0;0;0;0;0;0
debit;debitera;0;0;0;0;0;0;0;0;0;0
debris;skräp;0;1;0;0;1;0;0;0;0;0
debt;skuld;0;1;0;0;0;0;0;1;0;0
debtor;gäldenär;0;1;0;0;0;0;0;0;0;0
debut;debut;0;0;0;0;0;0;0;0;0;0
decade;årtionde;0;0;0;0;0;0;0;0;0;0
decanter;karaff;0;0;0;0;0;0;0;0;0;0
decay;förfall;0;1;0;0;0;1;0;1;0;0
decayed;förfallen;0;1;0;0;1;0;0;1;0;0
deceased;den avlidne;0;1;0;0;0;0;0;1;0;0
deceit;svek;0;1;1;0;1;1;0;1;1;0
deceitful;bedräglig;0;1;0;0;1;0;0;1;0;0
deceive;lura;0;1;1;0;1;0;0;1;0;0
deceived;lurade;0;1;1;0;0;0;0;0;0;0
deceiving;lura;0;1;0;0;0;0;0;0;0;1
decency;anständighet;1;0;0;0;0;0;0;0;0;0
decent;anständig;1;0;0;0;0;0;0;0;0;0
deception;bedrägeri;0;1;0;0;0;0;0;0;0;0
deceptive;vilseledande;0;1;0;0;0;0;0;0;0;0
decidedly;bestämt;0;0;0;0;0;0;0;0;0;0
deciduous;lövfällande;0;0;0;0;0;0;0;0;0;0
decimal;decimal-;0;0;0;0;0;0;0;0;0;0
decipher;dechiffrera;0;0;0;0;0;0;0;0;0;0
decision;beslut;0;0;0;0;0;0;0;0;0;0
decisive;avgörande;0;0;0;0;0;0;0;0;0;0
deck;däck;0;0;0;0;0;0;0;0;0;0
declaration;förklaring;0;0;0;0;0;0;0;0;0;0
declaratory;förklarande;1;0;0;0;0;0;0;0;0;0
declare;förklara;0;0;0;0;0;0;0;0;0;0
declination;deklination;0;1;0;0;0;0;0;0;0;0
decline;nedgång;0;1;0;0;0;0;0;0;0;0
declining;minskande;0;1;0;0;0;0;0;0;0;0
decompose;bryta ned;0;0;0;0;1;0;0;0;0;0
decomposed;sönderdelas;0;0;0;0;0;0;0;1;0;0
decomposition;sönderfall;0;1;0;0;1;1;0;1;0;0
decorate;dekorera;0;0;0;0;0;0;0;0;0;0
decoration;dekoration;0;0;0;0;0;0;0;0;0;0
decorum;anständighet;0;0;0;0;0;0;0;0;0;0
decoy;bulvan;0;0;0;0;0;0;0;0;1;0
decrease;minska;0;1;0;0;0;0;0;0;0;0
decreased;minskade;0;0;0;0;0;0;0;0;0;0
decreasing;minskande;0;0;0;0;0;0;0;0;0;0
decree;dekret;0;0;0;0;0;0;0;0;0;0
decrement;minskning;0;1;0;0;0;0;0;0;0;0
decrepit;skröplig;0;1;0;0;0;0;0;0;0;0
decry;fördöma;0;1;1;0;0;0;0;0;0;0
dedication;engagemang;1;0;0;0;0;0;0;0;0;0
deduce;härleda;0;0;0;0;0;0;0;0;0;0
deduct;dra av;0;1;0;0;0;0;0;0;0;0
deduction;avdrag;0;0;0;0;0;0;0;0;0;0
deed;handling;0;0;0;0;0;0;0;0;0;1
deepen;fördjupa;0;0;0;0;0;0;0;0;0;0
deer;rådjur;0;0;0;0;0;0;0;0;0;0
defamation;ärekränkning;0;1;0;0;1;1;0;0;0;0
defamatory;ärekränkande;0;1;1;0;0;0;0;0;0;0
default;standard;0;1;0;0;1;1;0;1;0;0
defeat;besegra;0;1;0;0;0;0;0;0;0;0
defeated;besegras;0;1;0;0;0;0;0;1;0;0
defect;defekt;0;1;1;0;0;0;0;0;0;0
defection;avhopp;0;1;0;0;0;1;0;0;0;0
defective;defekt;0;1;0;0;1;0;0;0;0;0
defend;försvara;1;0;0;0;0;1;0;0;0;0
defendant;svarande;0;0;1;0;0;1;0;1;0;0
defended;varas;1;0;0;0;0;0;0;0;0;1
defender;försvarare;1;0;0;0;0;0;0;0;0;1
defending;försvara;1;0;0;0;0;0;0;0;0;0
defense;försvar;1;0;1;1;0;1;0;0;0;0
defenseless;försvarslös;0;1;0;0;0;1;0;1;0;0
defensible;försvarbar;0;0;0;0;0;0;0;0;0;0
defensive;defensiv;0;0;0;0;0;0;0;0;0;0
defer;uppskjuta;0;0;0;0;0;0;0;0;0;0
deference;aktning;1;0;0;0;0;0;0;0;0;1
deferral;uppskov;0;1;0;0;0;0;0;0;0;0
deferring;uppskjutande;0;0;0;0;0;0;0;0;0;0
defiance;trots;0;1;1;0;1;1;0;0;0;0
defiant;trotsig;0;1;1;0;0;0;0;0;0;0
deficiency;brist;0;1;0;0;0;0;0;0;0;0
deficit;underskott;0;1;0;0;0;0;0;0;0;0
define;definiera;0;0;0;0;0;0;0;0;0;0
defined;definierade;0;0;0;0;0;0;0;0;0;0
definition;definition;0;0;0;0;0;0;0;0;0;0
definitive;slutgiltig;1;0;0;0;0;0;0;0;0;1
deflate;tömma;0;1;1;0;0;0;0;1;0;0
deflation;deflation;0;1;0;0;0;1;0;0;0;0
deflect;avleda;0;0;0;0;0;0;0;0;0;0
deflection;böjning;0;0;0;0;0;0;0;0;0;0
defloration;deflorering;0;0;0;0;0;0;0;0;0;0
deform;deformera;0;1;0;0;1;0;0;0;0;0
deformed;deformerad;0;1;0;0;1;0;0;1;0;0
deformity;deformitet;0;1;0;0;1;1;0;1;0;0
defraud;bedra;0;1;1;0;1;0;0;0;0;0
defray;täcka;0;0;0;0;0;0;0;0;0;0
deft;skicklig;0;0;0;0;0;0;0;0;0;0
defunct;borttaget;0;1;0;0;0;0;0;1;0;0
defy;trotsa;0;1;1;0;0;1;0;1;1;0
degeneracy;degeneration;0;1;1;0;1;0;0;1;0;0
degenerate;degenererad;0;1;0;0;0;0;0;0;0;0
degeneration;degeneration;0;0;0;0;0;0;0;0;0;0
degradation;degradering;0;1;0;0;0;0;0;0;0;0
degrade;degradera;0;1;0;0;1;0;0;0;0;0
degrading;nedbrytande;0;1;0;0;1;1;0;1;0;0
degree;grad;1;0;0;0;0;0;0;0;0;0
dehydrated;dehydratiserad;0;0;0;0;0;0;0;0;0;0
delay;dröjsmål;0;1;1;0;1;1;0;1;0;0
delayed;försenad;0;1;0;0;0;0;0;0;0;0
delectable;ljuvlig;1;0;0;0;0;0;0;0;0;0
delegate;delegera;1;0;0;0;0;0;0;0;0;1
delegation;delegation;0;0;0;0;0;0;0;0;0;0
deleterious;skadlig;0;1;1;0;1;1;0;0;0;0
deletion;radering;0;1;0;0;0;0;0;0;0;0
deliberate;överväga;1;0;0;0;0;0;0;0;0;0
deliberation;överläggning;0;0;0;0;0;0;0;0;0;0
deliberative;deliberativ;0;0;0;0;0;0;0;0;0;0
delicacy;delikatess;0;0;0;0;0;0;0;0;0;0
delicious;utsökt;1;0;0;0;0;0;1;0;0;0
delight;glädje;1;0;0;1;0;0;1;0;0;0
delighted;förtjust;1;0;0;1;0;0;1;0;1;0
delightful;härlig;1;0;0;1;0;0;1;0;0;1
delineate;beskriva;0;0;0;0;0;0;0;0;0;0
delineation;avgränsning;0;0;0;0;0;0;0;0;0;0
delinquency;brottslighet;0;1;0;0;0;0;0;0;0;0
delinquent;brottsling;0;1;1;0;1;0;0;0;0;0
delirious;yrande;0;1;0;0;0;0;0;1;0;0
delirium;delirium;0;1;0;0;1;0;0;1;0;0
deliverance;befrielse;1;0;0;1;0;0;1;0;0;1
delivery;leverans;1;0;0;1;0;0;0;0;0;0
dell;Dell;0;0;0;0;0;0;0;0;0;0
delta;delta;0;0;0;0;0;0;0;0;0;0
deluge;syndaflod;0;1;0;0;0;1;0;1;1;0
delusion;villfarelse;0;1;1;0;0;1;0;1;0;0
delusional;vanföreställningar;0;1;1;0;0;1;0;0;0;0
delve;gräva;0;0;0;0;0;0;0;0;0;0
demand;efterfrågan;0;1;1;0;0;0;0;0;0;0
demanding;krävande;0;1;0;0;0;0;0;0;0;0
demeanor;uppträdande;0;0;0;0;0;0;0;0;0;0
demented;tokig;0;1;0;0;0;1;0;0;0;0
dementia;demens;0;1;0;0;0;1;0;1;0;0
demise;frånfälle;0;1;0;0;0;1;0;1;0;0
democracy;demokrati;1;0;0;0;0;0;0;0;0;0
democrat;demokrat;0;0;0;0;0;0;0;0;0;0
demolish;förstöra;0;1;1;0;0;0;0;1;0;0
demolition;rivning;0;1;0;0;0;0;0;0;0;0
demon;demon;0;1;1;0;1;1;0;1;0;0
demonic;demonisk;0;1;1;0;1;1;0;1;0;0
demonstrable;påvisbar;1;0;0;0;0;0;0;0;0;0
demonstrate;demonstrera;0;0;0;0;0;0;0;0;0;0
demonstrated;demonstreras;0;0;0;0;0;0;0;0;0;0
demonstrating;demonstrera;0;0;0;0;0;0;0;0;0;0
demonstration;demonstration;0;0;0;0;0;0;0;0;0;0
demonstrative;demonstrativ;1;0;0;0;0;0;1;1;0;0
demonstrator;demonstrant;0;0;0;0;0;0;0;0;0;0
demoralized;demoraliserade;0;1;0;0;0;1;0;1;0;0
demos;demonstrationer;0;0;0;0;0;0;0;0;0;0
den;håla;0;0;0;0;0;0;0;0;0;0
denial;avslag;0;1;0;0;0;0;0;0;0;0
denied;nekad;0;1;0;0;0;0;0;1;0;0
denomination;valör;0;0;0;0;0;0;0;0;0;0
denominational;konfessionell;0;0;0;0;0;0;0;0;0;0
denominator;nämnare;0;0;0;0;0;0;0;0;0;0
denote;beteckna;0;0;0;0;0;0;0;0;0;0
denounce;fördöma;0;1;1;0;1;0;0;0;0;0
dense;tät;0;0;0;0;0;0;0;0;0;0
density;densitet;0;0;0;0;0;0;0;0;0;0
dent;buckla;0;0;0;0;0;0;0;0;0;0
dentistry;tandvård;0;0;0;0;0;1;0;0;0;0
denunciation;uppsägning;0;1;1;0;1;1;0;0;0;0
deny;förneka;0;1;1;0;0;0;0;0;0;0
denying;förneka;0;1;0;1;0;0;0;0;0;0
deodorant;deodorant;0;0;0;0;0;0;0;0;0;0
depart;avgå;0;0;0;1;0;0;0;1;0;0
departed;avgick;0;1;0;0;0;0;0;1;0;0
department;avdelning;0;0;0;0;0;0;0;0;0;0
departure;avresa;0;1;0;0;0;0;0;1;0;0
depend;bero;0;0;0;1;0;0;0;0;0;1
dependant;beroende;0;0;0;0;0;0;0;0;0;0
dependence;beroende;0;1;0;0;0;1;0;1;0;0
dependency;beroendet;0;1;0;0;0;0;0;0;0;0
dependent;beroende;1;1;0;0;0;0;0;0;0;1
depict;skildra;0;0;0;0;0;0;0;0;0;0
depicting;som visar;0;0;0;0;0;0;0;0;0;0
